사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,위반내용,전화번호,대표자명,환경오염위반유형구분명,데이터기준일자,제공기관코드,제공기관명
(주)기흥종합건설,강원특별자치도,동해시,강원특별자치도 동해시 부곡5길22 (부곡동),,37.381532,128.664955,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-비산먼지 발생사업의 신고 또는 변경신고를 하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
금호산업(주),강원특별자치도,동해시,강원특별자치도 동해시 항골길 65 (천곡동),,35.01647586,126.7133269,비산먼지 억제조치 미흡,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
동진육운,강원특별자치도,동해시,강원특별자치도 동해시 효자로 707 (효가동),,37.49281267,129.111663,비산먼지발생사업 신고 미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(합)현대산업,강원특별자치도,동해시,"강원특별자치도 동해시 대동로 161-4 (송정동, 현대산업)",,37.48611785,129.1230858,비산먼지 발생억제시설 미설치 및 조치미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
케이디건설(주),강원특별자치도,동해시,강원특별자치도 동해시 지리골끝길 499 (발한동),,37.31387144,126.8277133,비산먼지 발생억제 조치미흡            - 공사차량 세륜 후 내부 수송도로 이동시 수송도로 도로포장               미흡으로 인한 차량바퀴 오염,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
케이디건설(주),강원특별자치도,동해시,강원특별자치도 동해시 지리골끝길 499 (발한동),,37.31387144,126.8277133,비산먼지 발생억제 조치미흡으로 공사장 외부로   토사유출 및 주변도로 오염 발생,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
서경건설,강원특별자치도,동해시,,강원특별자치도 동해시 묵호진동 묵호항,37.43890641,129.1682127,비산먼지 발생사업 변경신고 미 이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
지에스건설(주),강원특별자치도,동해시,강원특별자치도 동해시 공단1로 26 (추암동),,37.57095958,126.9814356,비산먼지 억제조치 미흡,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
화인산업주식회사,강원특별자치도,동해시,,강원특별자치도 동해시 추암동 산 34-9,37.46689694,129.1485268,비산먼지억제조치 미흡,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)동명엔터프라이즈,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1419,37.49066113,127.0344299,비산먼지억제시설 조치 미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)서도기업,강원특별자치도,동해시,강원특별자치도 동해시 대동로 265-1 (송정동),,37.49324284,129.1252169,비산먼지 억제시설부적정운영,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)울릉해양해운,강원특별자치도,동해시,강원특별자치도 동해시 공단4로 113 (구호동),,37.48328604,129.1374597,"비산먼지발생 억제시설 미설치, 조치 미이행",000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
씨제이대한통운(주),강원특별자치도,동해시,강원특별자치도 동해시 대동로 210 (송정동),,37.49428976,129.1435921,비산먼지발생 억제시설을 설치하지 아니하거나 필요한 조치 미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
STX중공업주식회사,강원특별자치도,동해시,강원특별자치도 동해시 공단2로 15-5 (구호동),,37.47193918,129.1414705,비산먼지발생 억제시설을 설치하지 아니하거나 필요한 조치 미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
STX중공업주식회사,강원특별자치도,동해시,강원특별자치도 동해시 공단2로 15-5 (구호동),,37.47193918,129.1414705,비산먼지억제시설 가동미흡,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
STX중공업주식회사,강원특별자치도,동해시,강원특별자치도 동해시 공단2로 15-5 (구호동),,37.47193918,129.1414705,비산먼지억제조치시설 미흡,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(합)거륭산업,강원특별자치도,동해시,,강원특별자치도 동해시 단봉동 39,37.47769227,129.1193756,법 제43조제2항에 따른 시설이나 조치가 기준에 맞지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
쌍용레미콘(주)동해사업소,강원특별자치도,동해시,,강원특별자치도 동해시 삼화동 298,37.48032966,129.046157,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-법 제43조제1항에 따른 필요한 조치를 이행하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)한진중공업,강원특별자치도,동해시,강원특별자치도 동해시 청운2길 42,,37.48436448,129.1074445,비산먼지발생 억제시설을 설치하지 아니하거나 필요한 조치 미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)문장건설,강원특별자치도,동해시,"강원특별자치도 동해시 평원로 115 (평릉동,해안택지 1블럭)",,37.53349174,129.1119844,법 제43조제2항에 따른 시설이나 조치가 기준에 맞지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
세방(주)강원지사,강원특별자치도,동해시,강원특별자치도 동해시 대동로 210 (송정동),,37.49428976,129.1435921,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-법 제43조제1항에 따른 필요한 조치를 이행하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
대한통운(주)동해지사,강원특별자치도,동해시,강원특별자치도 동해시 용정로 171 (용정동),,37.50352962,129.1264911,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-법 제43조제1항에 따른 필요한 조치를 이행하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
동원로엑스(주),강원특별자치도,동해시,"강원특별자치도 동해시 대동로 167, 2층 (송정동)",,37.48630744,129.1239933,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-법 제43조제1항에 따른 필요한 조치를 이행하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)서도기업,강원특별자치도,동해시,,강원특별자치도 동해시 묵호진동 15-85,37.55158884,129.1172558,법 제43조제2항에 따른 시설이나 조치가 기준에 맞지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)서도기업,강원특별자치도,동해시,,강원특별자치도 동해시 묵호진동 15-85,37.55158884,129.1172558,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-법 제43조제1항에 따른 필요한 조치를 이행하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)서도기업,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 606-2,37.49428976,129.1435921,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-법 제43조제1항에 따른 필요한 조치를 이행하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)디비메탈(DB Metal) 동해공장,강원특별자치도,동해시,,강원특별자치도 동해시 용정동 188-2,37.50530381,129.1237468,비산먼지 억제조치 미흡,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)디비메탈(DB Metal) 동해공장,강원특별자치도,동해시,,강원특별자치도 동해시 용정동 188-2,37.50530381,129.1237468,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-비산먼지 발생사업의 신고 또는 변경신고를 하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)디비메탈(DB Metal) 동해공장,강원특별자치도,동해시,,강원특별자치도 동해시 용정동 188-2,37.50530381,129.1237468,법 제43조제2항에 따른 시설이나 조치가 기준에 맞지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
제철공업사,대구광역시,달서구,대구광역시 달서구 성서공단북로 341 (갈산동),,35.8439274594,128.5099602419,"변경신고 미이행, 방지시설에 딸린 기계·기구류 훼손 방치",000-000-0000,,수질,2025-12-01,3470000,대구광역시 달서구
대신산업,강원특별자치도,동해시,강원특별자치도 동해시 대동로 161-7 (송정동),,37.48609205,129.1210614,법 제43조제2항에 따른 시설이나 조치가 기준에 맞지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
영신육운(주),강원특별자치도,동해시,,강원특별자치도 동해시 송정동 606-2,37.49428976,129.1435921,비산먼지 발생을 억제하기 위한 시설의 설치 및 필요한 조치사항 미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
쌍용로지스틱스(주),강원특별자치도,동해시,"강원특별자치도 동해시 대동로 210 (송정동, 동해항)",,37.49428976,129.1435921,비산먼지 발생을 억제하기 위한 필요한 조치사항 미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
쌍용로지스틱스(주),강원특별자치도,동해시,"강원특별자치도 동해시 대동로 210 (송정동, 동해항)",,37.49428976,129.1435921,법 제43조에 따른 비산먼지 발생사업과 관련된 다음의 경우-법 제43조제1항에 따른 필요한 조치를 이행하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
쌍용씨앤이(주) 동해사업소,강원특별자치도,동해시,강원특별자치도 동해시 효자로 246 (삼화동),,37.47594705,129.0348965,비산먼지 발생억제시설 미설치,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
쌍용씨앤이(주) 동해사업소,강원특별자치도,동해시,강원특별자치도 동해시 효자로 246 (삼화동),,37.47594705,129.0348965,비산먼지 발생억제조치 미흡,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
쌍용씨앤이(주)동해공장,강원특별자치도,동해시,강원특별자치도 동해시 효자로 246 (삼화동),,37.47594705,129.0348965,비산먼지 발생억제조치 미흡,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
쎄븐wash,강원특별자치도,동해시,강원특별자치도 동해시 느릅재길 64 (발한동),,37.5458053,129.0960683,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
주식회사 자연과우리,강원특별자치도,동해시,강원특별자치도 동해시 효자로 436-1 (쇄운동),,37.48104561,129.0864443,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
세경주유소,강원특별자치도,동해시,"강원특별자치도 동해시 발한로 369, 대림주유소 (발한동)",,37.56091204,129.1022055,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
서진산업(주),강원특별자치도,동해시,"강원특별자치도 동해시 설운길 240, 서진산업 (쇄운동)",,37.47269435,129.0615306,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
단봉대형차세차장,강원특별자치도,동해시,강원특별자치도 동해시 강원남부로 4607 (단봉동),,37.46186929,129.1146744,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
천곡중앙세차장,강원특별자치도,동해시,강원특별자치도 동해시 중앙로 150 (천곡동),,37.51488107,129.1190944,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
강릉건설(주),강원특별자치도,동해시,,강원특별자치도 동해시 구미동 433-4,37.48484792,129.1268095,법 제38조제1항 각 호의 어느 하나에 해당하는 행위를 한 경우-방지시설에 유입되는 수질오염물질을 최종방류구를 거치지 아니하고 배출하거나 최종방류구를 거치지 아니하고 배출할 수 있,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
STX중공업(주),강원특별자치도,동해시,강원특별자치도 동해시 공단4로 36,,37.47642442,129.1453941,법 제38조제1항 각 호의 어느 하나에 해당하는 행위를 한 경우-그 밖에 폐수배출시설 및 방지시설을 정당한 사유 없이 정상적으로 가동하지 아니하여 배출허용기준을 초과한 수질오염물질,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
STX중공업(주),강원특별자치도,동해시,강원특별자치도 동해시 공단4로 36,,37.47642442,129.1453941,법 제38조제1항 각 호의 어느 하나에 해당하는 행위를 한 경우-폐수배출시설에서 배출되는 수질오염물질을 방지시설에 유입하지 아니하고 배출한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
동해레미콘,강원특별자치도,동해시,강원특별자치도 동해시 쉬눔길 8 (추암동),,37.4672019,129.150521,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
동해지방해양수산청(서부두 물류2창고),강원특별자치도,동해시,강원특별자치도 동해시 대동로 210 (서부두 물류2창고) (송정동),,37.49428976,129.1435921,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
씨제이대한통운(주),강원특별자치도,동해시,강원특별자치도 동해시 대동로 210 (송정동),,37.49428976,129.1435921,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
씨제이대한통운(주),강원특별자치도,동해시,강원특별자치도 동해시 대동로 210 (송정동),,37.49428976,129.1435921,환경기술인 교육 미이수,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
동해지방해양수산청(남부두 15선석),강원특별자치도,동해시,"강원특별자치도 동해시 대동로 210, 남부두 15선석 (송정동)",,37.49428976,129.1435921,법 제47조에 따른 환경기술인과 관련된 행정처분-환경기술인을 임명하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
동해지방해양수산청(중앙부두 30선석),강원특별자치도,동해시,강원특별자치도 동해시 대동로 210 (송정동),,37.49428976,129.1435921,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
부곡카세차장,강원특별자치도,동해시,강원특별자치도 동해시 발한로 53 (부곡동),,37.53735706,129.1024014,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
동해지방해양수산청(북부두 23선석),강원특별자치도,동해시,"강원특별자치도 동해시 대동로 210, 북북두 23선석 배후 (송정동)",,37.49428976,129.1435921,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
샤인스팀손세차장,강원특별자치도,동해시,강원특별자치도 동해시 나안1길 2-2 (나안동),,37.48420663,129.1089008,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
대신산업(주),강원특별자치도,동해시,강원특별자치도 동해시 대동로 161-7 (송정동),,37.48609205,129.1210614,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
대신산업(주),강원특별자치도,동해시,강원특별자치도 동해시 대동로 161-7 (송정동),,37.48609205,129.1210614,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
대성산업,강원특별자치도,동해시,강원특별자치도 동해시 쉬눔길 21 (추암동),,37.46827321,129.1506166,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
관동주유소,강원특별자치도,동해시,강원특별자치도 동해시 강원남부로 4650 (단봉동),,37.4656901,129.1155903,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
세화산업 주식회사,강원특별자치도,동해시,강원특별자치도 동해시 느릅재길 196 (발한동),,37.55317751,129.0860885,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(주)디비메탈 동해공장,강원특별자치도,동해시,강원특별자치도 동해시 숫골길 17 (송정동),,37.50158773,129.1241434,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(주)동부한농 동해공장,강원특별자치도,동해시,강원특별자치도 동해시 숫골길 17 (송정동),,37.50158773,129.1241434,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
뉴동해항산업(주)효가제일,강원특별자치도,동해시,강원특별자치도 동해시 동해대로 4985 (효가동),,37.4908857,129.1105714,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
동해세차타운,강원특별자치도,동해시,강원특별자치도 동해시 효자로 710 (효가동),,37.49227009,129.1118698,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
의료법인해솔의료재단 한마음병원,강원특별자치도,동해시,"강원특별자치도 동해시 중앙로 210 (천곡동, 한마음병원)",,37.51972281,129.1159088,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
의료법인해솔의료재단 한마음병원,강원특별자치도,동해시,"강원특별자치도 동해시 중앙로 210 (천곡동, 한마음병원)",,37.51972281,129.1159088,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
씨제이대한통운(주),강원특별자치도,동해시,강원특별자치도 동해시 용정로 171 (용정동),,37.50352962,129.1264911,법 제47조에 따른 환경기술인과 관련된 행정처분-환경기술인을 임명하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
의료법인동해동인의료재단,강원특별자치도,동해시,강원특별자치도 동해시 하평로 26 (평릉동),,37.53059098,129.1071328,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(합)현대산업,강원특별자치도,동해시,강원특별자치도 동해시 대동로 161-4 (송정동),,37.48611785,129.1230858,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(합)현대산업,강원특별자치도,동해시,강원특별자치도 동해시 대동로 161-4 (송정동),,37.48611785,129.1230858,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
국신정비센타,강원특별자치도,동해시,강원특별자치도 동해시 임항로 48-1 (부곡동),,37.53823709,129.1075289,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
의료법인 해람의료재단 해람병원,강원특별자치도,동해시,강원특별자치도 동해시 중앙로 218 (천곡동),,37.52033736,129.1157144,"음이온계면활성제(ABS) 배출허용기준 초과(기준 : 5mg/l, 수질검사결과 : 5.7mg/l)",000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(주)덕수인터내셔널,강원특별자치도,동해시,"강원특별자치도 동해시 향로봉길 116 (부곡동, 덕수냉동)",,37.53777518,129.1125686,제37조제1항에 따른 가동개시 신고를 하고 조업중인 배출시설에서 배출되는 오염물질의 정도가 배출시설 또는 방지시설의 결함.고장 또는 운전미숙 등으로  법 제32조에 따른 배출허용기,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(주)덕수인터내셔널,강원특별자치도,동해시,"강원특별자치도 동해시 향로봉길 116 (부곡동, 덕수냉동)",,37.53777518,129.1125686,법 제37조제1항에 따른 가동개시 신고를 하고 조업 중인 폐수배출시설에서 배출되는 수질오염물질의 정도가 폐수배출시설 또는 방지시설의 결함ㆍ고장 또는 운전미숙 등으로 법 제32조에,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
대경가스충전소(주),강원특별자치도,동해시,강원특별자치도 동해시 동해대로 5165 (효가동),,37.50442122,129.1046195,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
대경가스충전소(주),강원특별자치도,동해시,강원특별자치도 동해시 동해대로 5165 (효가동),,37.50442122,129.1046195,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(주)삼영엘피지충전소,강원특별자치도,동해시,"강원특별자치도 동해시 해안로 17 (용정동, 삼영엘피지충전소)",,37.50576561,129.1263438,폐수배출시설 운영일지 미작성,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(주)삼영엘피지충전소,강원특별자치도,동해시,"강원특별자치도 동해시 해안로 17 (용정동, 삼영엘피지충전소)",,37.50576561,129.1263438,배출시설 및 방지시설 운영일지 미작성,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
북평두부,강원특별자치도,동해시,강원특별자치도 동해시 동해대로 4917 (나안동),,37.48498367,129.1115468,폐수배출허용기준초과,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
쌍용로지스틱스(주),강원특별자치도,동해시,"강원특별자치도 동해시 대동로 210 (송정동, 묵호항(임항로 121))",,37.49428976,129.1435921,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
진영세차장,강원특별자치도,동해시,"강원특별자치도 동해시 동굴1길 75 (천곡동, 매직카)",,37.51973701,129.1115424,배출허용기준초과,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
코레일유통주식회사,강원특별자치도,동해시,"강원특별자치도 동해시 임항로 121 (발한동, 묵호항)",,37.54468295,129.1110012,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(합)성창레미콘,강원특별자치도,동해시,강원특별자치도 동해시 공단1로 6 (추암동),,37.4695104,129.1429144,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
묵호주유소,강원특별자치도,동해시,강원특별자치도 동해시 해안로 595 (발한동),,37.55299071,129.1042617,법 제 67조의 규정을 위반하여 환경기술인등의 교육을 받게 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
근로복지공단동해병원,강원특별자치도,동해시,"강원특별자치도 동해시 하평로 11 (평릉동, 산재의료관리원동해병원)",,37.53225981,129.1059695,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
동해공업사,강원특별자치도,동해시,,강원특별자치도 동해시 송정동 1052,37.49306679,129.1238346,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(주)동양냉장,강원특별자치도,동해시,강원특별자치도 동해시 일출로 161 (묵호진동),,37.55724811,129.1209735,법 제33조제1항 내지 제3항에 따른 폐수배출시설 설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 폐수배출시설을 설치하거나 사용한 경우-그 지역이 폐수배출시설,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
(주)동양냉장,강원특별자치도,동해시,강원특별자치도 동해시 일출로 161 (묵호진동),,37.55724811,129.1209735,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2025-12-10,4211000,강원특별자치도 동해시
동해대형현대서비스 주식회사,강원특별자치도,동해시,강원특별자치도 동해시 강원남부로 4610 (단봉동),,37.46206786,129.1155929,법 제40조에 따른 환경기술인 임명 등을 위반한 다음과 같은 경우-환경관리인의 준수사항 및 관리사항을 이행하지 아니한 경우·,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
삼원텍(주),강원특별자치도,동해시,"강원특별자치도 동해시 숫골길 17, 동부메탈 (용정동)",,37.50158773,129.1241434,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
서진산업(주),강원특별자치도,동해시,강원특별자치도 동해시 설운길 239 (쇄운동),,37.47242528,129.0631068,법 제40조에 따른 환경기술인 임명 등을 위반한 다음과 같은 경우-환경관리인의 준수사항 및 관리사항을 이행하지 아니한 경우·,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
대성산업,강원특별자치도,동해시,강원특별자치도 동해시 쉬눔길 21 (추암동),,37.46827321,129.1506166,법 제39조제1항에 따른 자가측정을 위반한 다음과 같은 경우-자가측정을 하지 아니하거나 자가측정 횟수가 적정하지 아니한 경우,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
현진레미콘(주),강원특별자치도,동해시,강원특별자치도 동해시 쉬눔길 55 (추암동),,37.47094767,129.151709,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-방지시설에 딸린 기계·기구류(예비용을 포함한다)의 고장 또는 훼손을 정당한 사유 없이 방치하는 행위,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
현진레미콘(주),강원특별자치도,동해시,강원특별자치도 동해시 쉬눔길 55 (추암동),,37.47094767,129.151709,비산먼지 억제 조치 미이행,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
(주)영동레미콘,강원특별자치도,동해시,강원특별자치도 동해시 대동로 161-5 (송정동),,37.48576985,129.1217803,법 제40조에 따른 환경기술인 임명 등을 위반한 다음과 같은 경우-환경관리인의 준수사항 및 관리사항을 이행하지 아니한 경우·,000-0000-0000,,대기,2025-12-10,4211000,강원특별자치도 동해시
